0332 0.00251889
16 0.00251889
17 0.00251889
1800 0.00251889
19 0.00251889
1963 0.00251889
1976 0
1994 0.00251889
2004 0.00251889
2008 0.00251889
2011 0
2014 0.00503778
2132 0.00251889
24 0.00251889
40 0
46 0.00251889
509th 0
932 0
abbott 0
abbotts 0
abroad 0
access 0.00251889
acknowledged 0
active 0
administered 0
administrations 0
adopted 0
advised 0.00251889
affect 0.00251889
agreement 0
ahead 0.00251889
alive 0.00251889
alsup 0
american 0.00251889
americans 0.00251889
americas 0.00251889
announced 0.00251889
appeal 0.00503778
appeals 0
argued 0.00503778
arguing 0
arguments 0
arias 0.00251889
arrest 0
arrested 0.00755668
arresting 0
asked 0.00251889
assistance 0.0100756
atlanta 0
attorney 0
attorneys 0
audible 0
awaited 0.00251889
awaiting 0.00251889
aware 0
babcock 0
began 0
begin 0
bill 0
block 0
blocks 0
board 0
booking 0.00251889
border 0.00251889
breaths 0
brothers 0
bush 0.00251889
california 0
capital 0.00251889
captured 0
car 0
carrying 0
case 0.0125945
cases 0.00251889
catherine 0
chamber 0
charge 0.00251889
circumstances 0
citizens 0.00503778
claims 0
clark 0
clear 0.00251889
clemency 0
cnn 0
cnns 0
commit 0.00251889
commitments 0
committed 0
compared 0.00251889
competent 0
concealed 0.00251889
concerned 0.00251889
congress 0.00251889
consular 0.00755668
consulate 0.00251889
consulates 0.00251889
contend 0
contest 0.00251889
contributed 0
convention 0.00251889
convicted 0
conviction 0.00251889
cop 0
count 0.00251889
countries 0.00755668
county 0
court 0.0151134
courts 0.00251889
crashed 0
crime 0.00503778
criminal 0.00251889
criticized 0
ct 0
cuevas 0
cst 0
date 0
dave 0
dead 0.00251889
death 0.00755668
declined 0.00251889
defense 0
delay 0.00503778
delayed 0.00251889
delays 0
demanding 0.00251889
denied 0.00251889
department 0.00755668
despicable 0.00251889
detrimental 0
diplomat 0.00251889
diplomatic 0
district 0
dose 0
doubt 0.00251889
dozen 0.00251889
driving 0.00251889
drug 0
e 0
earlier 0
edgar 0.0125945
effect 0
effectively 0.00251889
enforce 0.00251889
enforcing 0
ensure 0
ensured 0
evidence 0.00251889
executed 0.00503778
executes 0.00251889
execution 0.02267
executions 0
extremely 0
fact 0
facts 0.00503778
failed 0.00251889
failure 0.00251889
fair 0.00251889
fairness 0.00251889
fatal 0
fatally 0
favour 0.00251889
fearing 0
federal 0
felony 0
final 0.00251889
fled 0
florida 0.00251889
foot 0
force 0.00251889
foreign 0.00251889
gaddis 0.00503778
general 0
george 0.00251889
gmt 0.00503778
gov 0
government 0.00251889
governments 0.00251889
governor 0.00251889
grant 0
greg 0
guaranteed 0
guidance 0.00251889
gustavo 0
guy 0.00251889
hague 0.00503778
hagues 0.00251889
halt 0
handcuffs 0
harder 0.00251889
harf 0.00251889
harris 0
head 0.00251889
hear 0.00251889
hearings 0
held 0.00251889
highest 0.00251889
holds 0.00251889
hometown 0.00251889
houston 0.00251889
huntsville 0.00503778
illegally 0.00503778
impact 0.00251889
impaired 0
implemented 0
important 0
including 0.00251889
indisputable 0
ineligible 0
informed 0
initially 0.00251889
injected 0.00251889
injection 0.00251889
inmates 0
inside 0
interests 0
international 0.00755668
involved 0
issue 0.00251889
issued 0
january 0.00755668
jason 0
john 0.00503778
jury 0.00251889
justice 0.00503778
kerry 0.0100756
key 0.00251889
killed 0.00251889
killer 0
killing 0
l 0
lack 0.00251889
lastday 0
lastditch 0
lastminute 0.00251889
law 0.00251889
laws 0.00251889
lawyers 0.00503778
leaders 0
leaving 0.00251889
legal 0.00503778
legislation 0.00251889
lethal 0.00251889
letter 0.00503778
levin 0
living 0.00251889
local 0.00251889
looked 0
lower 0
lucy 0.00251889
made 0.00251889
maintained 0.00251889
make 0.00503778
makes 0.00251889
making 0
man 0.00251889
mandated 0
marie 0.00251889
marks 0
matter 0.00251889
maurie 0
mayra 0
mears 0
men 0.00251889
mentally 0
met 0.00251889
mexican 0.0176322
mexicans 0
mexico 0.00503778
mexicos 0.00251889
miacatlan 0.00503778
midnight 0.00251889
ministry 0
minutes 0.00251889
mother 0.00251889
motion 0
motorcycles 0
move 0.00251889
movement 0
mr 0.00755668
mumbled 0
murder 0.00503778
nashed 0.00251889
national 0.00251889
nationals 0.00251889
nations 0
neck 0.00251889
necklace 0
netherlands 0.00251889
nick 0
night 0
notified 0.00251889
obama 0
objections 0.00503778
obligations 0.00503778
offenders 0.00251889
offers 0.00251889
office 0
officer 0.00251889
officers 0
officials 0.0125945
oppose 0.00251889
opposed 0
order 0.00251889
ordered 0.00251889
outcome 0.00251889
overseas 0.00251889
pants 0
pardon 0.00251889
pardons 0
parker 0
paroled 0
paroles 0
pass 0.00251889
past 0
patrolman 0
penalty 0.00755668
pentobarbital 0.00251889
people 0.00251889
perry 0.00251889
photo 0.00503778
pictured 0.00251889
pistol 0.00251889
place 0
pleas 0
pm 0
police 0.00503778
policy 0
prejudiced 0.00251889
president 0.00503778
pressure 0
previously 0
prison 0.00503778
prisons 0
procedures 0.00251889
process 0.00251889
promises 0
pronounced 0.00251889
properly 0.00251889
prosecutor 0.00251889
protected 0.00251889
protection 0
protest 0.00251889
protests 0.00251889
provide 0
provided 0.00251889
provision 0.00251889
punishment 0
push 0
pushing 0
put 0.00251889
raised 0
raising 0.00251889
ranking 0.00251889
rare 0.00251889
reads 0.00251889
reason 0.00251889
receive 0.00251889
received 0
recent 0
reconsider 0.00251889
record 0
records 0
refused 0
reinstated 0
rejected 0
relations 0.00503778
relatives 0.00251889
repeated 0
repercussions 0
report 0
reported 0
request 0
required 0
respect 0
review 0.00755668
revving 0
rick 0.00251889
rights 0.00251889
robbery 0.00251889
row 0.00251889
ruled 0.00503778
ruling 0.00251889
safety 0
sandra 0
scene 0
scheduled 0.00503778
secondhighest 0.00251889
secretary 0.00503778
seek 0.00503778
selected 0
sentence 0.00251889
served 0
setting 0
shoichet 0
shook 0
shooting 0
shot 0.00503778
show 0
showed 0
showing 0.00251889
sides 0.00251889
sign 0.00251889
similar 0
situations 0
sixteen 0.00251889
slain 0
slaying 0
slightly 0
snore 0
spanish 0.00251889
speak 0
spokesman 0
spokeswoman 0.00503778
spurned 0
stance 0
state 0.0251889
statement 0.00503778
states 0.00503778
stay 0.00251889
stopped 0
strongly 0
subject 0.00251889
subsequently 0.00251889
support 0.00503778
supporters 0
supreme 0.0125945
sympathy 0
syria 0.00251889
tainted 0
taking 0
tamayo 0.0302267
tamayos 0.0125945
technicality 0
texas 0.0277078
threatens 0
thursday 0.00503778
time 0.00251889
times 0.00251889
told 0.00251889
tonight 0
town 0.00251889
treated 0.00503778
treaty 0
trial 0.00251889
trousers 0.00251889
tuesday 0.00251889
ultimate 0.00503778
uncovered 0.00251889
undated 0.00251889
undermines 0
unfair 0
united 0.00251889
unsuccessfully 0
uphold 0.00251889
urged 0
usmexico 0.00503778
valdes 0
