http://abcnews.go.com/Sports/wireStory/correction-indycar-montoya-story-21624616	Wed, 22 Jan 2014 18:24:27 GMT	Correction: IndyCar-Montoya Story	http://feeds.abcnews.com/c/35229/f/654824/s/363a38dc/sc/38/l/0Labcnews0Bgo0N0CSports0CwireStory0Ccorrection0Eindycar0Emontoya0Estory0E21624616/story01.ht
11 montoya
8 indycar
6 winner
6 team
6 racing
6 indianapolis
6 500
5 win
5 run
5 indy
5 cars
4 threetime
4 f1
3 series
3 penske
3 openwheel
3 nascar
3 feel
3 drivers
3 driver
3 cup
3 chance
3 champion
3 back
2 young
2 versatile
2 track
2 time
2 stock
2 stewart
2 starting
2 start
2 sports
2 spent
2 speedway
2 speed
2 season
2 rookie
2 race
2 patrick
2 pablo
2 lot
2 juan
2 hornish
2 hell
2 gordon
2 ganassis
2 ganassi
2 feels
2 chip
2 ap
2 2006
1 yearold
1 writer
1 wound
1 worlds
1 woman
1 week
1 weapon
1 wait
1 victory
1 version
1 unique
1 twoseater
1 trips
1 trip
1 traditional
1 traded
1 top
1 tony
1 title
1 thought
1 testing
1 teammate
1 success
1 struggled
1 street
1 story
1 speeds
1 signed
1 shop
1 seasonending
1 sam
1 running
1 roger
1 robby
1 road
1 rival
1 ridden
1 return
1 retire
1 reclaim
1 realize
1 reacquainting
1 races
1 racers
1 qualified
1 prove
1 promising
1 prix
1 pretty
1 president
1 prepares
1 pole
1 physicals
1 perfect
1 people
1 owner
1 ovals
1 oval
1 opportunity
1 offseason
1 october
1 observers
1 move
1 motor
1 motogp
1 montoyas
1 moderate
1 misspelled
1 michael
1 match
1 marot
1 longtime
1 left
1 led
1 leave
1 laps
1 lane
1 knowledge
1 jumped
1 jr
1 joined
1 join
1 injured
1 infusion
1 indycars
1 inaugural
1 hopes
1 higherpaying
1 higher
1 helio
1 heart
1 hard
1 grand
1 funny
1 frightening
1 franchitti
1 fourtime
1 formula
1 formidable
1 form
1 forced
1 feeling
1 experience
1 expected
1 excitement
1 excited
1 earned
1 dream
1 doug
1 digs
1 differences
1 develop
1 decided
1 decade
1 deal
1 daytona
1 dario
1 danica
1 crash
1 courses
1 corrected
1 complaining
1 competitive
1 comfortable
1 combined
1 colombian
1 circuits
1 chase
1 chances
1 castroneves
1 car
1 brought
1 bring
1 brickyard
1 boost
1 boles
1 biggest
1 big
1 annual
1 acknowledges
1 acclimated
1 400
1 38
1 33
1 25th
1 25mile
1 2009
1 2000
1 200
1 1st
1 167
1 10
